mint_number,NRI,Collection Rank,hand,shirt,head,waist,foot,pants,underwear,accessory,hand_probability,shirt_probability,head_probability,waist_probability,foot_probability,pants_probability,underwear_probability,accessory_probability,total_probability
5153,0.12285964254468196,7018,Golf Club,Dress,Hood,Platinum Belt,Moccasins,Shorts,Vintage Thong,Smart Watch,0.020247469066366704,0.0196225471816023,0.013123359580052493,0.051118610173728284,0.022622172228471443,0.030246219222597175,0.001249843769528809,0.013873265841769778,3.1622050681432548e-15
5154,0.09536307961504809,7238,Massager,Cardigan,Towel,Bat Belt,Derby Shoes,Tights,Garter,5yr Old Nerd Glasses,0.01837270341207349,0.031996000499937505,0.016122984626921636,0.06161729783777028,0.02124734408198975,0.021372328458942633,0.0536182977127859,0.0003749531308586427,5.331671028974304e-15
5155,0.4780652418447694,4176,Key,Ring Mail,Tiara,Leather Belt,Moccasins,Victorian Yoga Pants,String Bikini,Second Hand Tennis Bag,0.01949756280464942,0.014373203349581302,0.014873140857392825,0.05536807899012623,0.022622172228471443,0.00024996875390576176,0.05486814148231471,0.0003749531308586427,2.6848084655784902e-17
5156,0.8518935133108362,1185,Megaphone,"""Checkered"" 1920s Parka (Fake) 🔥",1980s Wizard Hat,Platinum Belt,Derby Shoes,"""Night Black"" 1950s Tennis Skirt (Knockoff) 🔥",Midway Briefs,Suitcase,0.01837270341207349,0.00012498437695288088,0.0004999375078115235,0.051118610173728284,0.02124734408198975,0.00012498437695288088,0.04361954755655543,0.011623547056617924,7.901394899373e-20
5157,0.9596300462442194,323,Wrench,"""Tie Dye"" 3yr Old Dress (Knockoff) 🔥",Medieval Headband,"""Night Black"" 3yr Old Studded Belt (Chic) 🔥",Moccasins,Old Tennis Skirt,Midway Briefs,Heart Glasses,0.01862267216597925,0.00012498437695288088,0.0006249218847644045,0.00012498437695288088,0.022622172228471443,0.0006249218847644045,0.04361954755655543,0.011498562679665042,1.2890327248357032e-21
5158,0.3015873015873016,5588,Umbrella,1920s Cardigan,Sun Hat,1920s Leather Belt,Leather Boots,Crop Pants,Trunks,Choker,0.018997625296837895,0.005124359455068116,0.014498187726534183,0.0011248593925759281,0.01712285964254468,0.030371203599550055,0.044119485064366956,0.0111236095488064,4.051961710987545e-16
5159,0.6045494313210849,3164,Key,Body Paint,Jewelry Headpiece,Fanny Pack,"""Mystic Purple"" Old Linen Shoes (Alien) 🔥",Hot Pants,Aged String Bikini,Tennis Bag,0.01949756280464942,0.017622797150356206,0.016622922134733157,0.05199350081239845,0.00012498437695288088,0.026496687914010747,0.0006249218847644045,0.010498687664041995,6.4523760521585345e-18
5160,0.7935258092738408,1652,Vintage Massager,Smoking Jacket,Visor,Studded Belt,"""Goth"" Retro Leather Boots (Wet) 🔥",Shorts,1970s Midway Briefs,Contact Lenses,0.0004999375078115235,0.021622297212848394,0.016497937757780277,0.05649293838270216,0.00012498437695288088,0.030246219222597175,0.0006249218847644045,0.0111236095488064,2.647522588438355e-19
5161,0.8513935758030247,1189,Blanket,Vest,Yarmulke,Shoelace Belt,Old Linen Shoes,Sweat Pants,"""Psychedelic"" 2021 Midway Briefs (Cruelty Free) 🔥",1980s Choker,0.01799775028121485,0.017622797150356206,0.016122984626921636,0.05411823522059742,0.0006249218847644045,0.02949631296087989,0.00012498437695288088,0.00012498437695288088,7.968692262625177e-20
5162,0.3153355830521185,5478,Purse,Aged Sweater,Headphones,Bat Belt,Leather Boots,Track Pants,Trunks,Aged Watch,0.01862267216597925,0.004624421947256593,0.012123484564429446,0.06161729783777028,0.01712285964254468,0.026121734783152106,0.044119485064366956,0.00024996875390576176,3.1733942980648226e-16
5163,0.32920884889388824,5367,Wand,Old Bandeau Top,Bowler Hat,Fish Belt,Slides,Skort,Jockstrap,Aged Shades,0.01949756280464942,0.005749281339832521,0.012123484564429446,0.049868766404199474,0.024621922259717537,0.025871766029246346,0.03999500062492189,0.00012498437695288088,2.1580397835214116e-16
5164,0.7205349331333584,2236,Book,Second Hand Robe,Fez,Medieval Belt,Aged Roller Skates,1800s Miniskirt,Midway Briefs,Smart Watch,0.01687289088863892,0.004624421947256593,0.014748156480439945,0.0013748281464816899,0.002124734408198975,0.0003749531308586427,0.04361954755655543,0.013873265841769778,7.627366299204586e-19
5165,0.8063992000999876,1549,TV Controller,Bowling Shirt,Dunce Cap,1980s Chrome Belt,Ballet Shoe,Old Trousers,Midway Briefs,"""Hot Pink"" Aged Casio Watch (Alien) 🔥",0.018872640919885015,0.017372828396450445,0.01262342207224097,0.0004999375078115235,0.016372953380827397,0.0011248593925759281,0.04361954755655543,0.00012498437695288088,2.0775820358309474e-19
5166,0.34620672415948006,5231,Paintbrush,Hoodie,Fedora,Belt,Riding Boots,Karate Pants,Old Thong,2yr Old Monocle,0.017497812773403325,0.01799775028121485,0.012873390826146731,0.1078615173103362,0.01937257842769654,0.02687164104486939,0.001249843769528809,0.0004999375078115235,1.4223763883352827e-16
5167,0.22822147231596046,6175,Scissors,Puffer Jacket,1960s Feather Hat,Chrome Belt,Shoes,Crop Pants,Thong,Neck Tie,0.016372953380827397,0.01524809398825147,0.00024996875390576176,0.05061867266591676,0.021622297212848394,0.030371203599550055,0.045744281964754406,0.010998625171853519,1.0437058463902395e-15
5168,0.35995500562429694,5121,TV Controller,Dinner Jacket,Second Hand Fez,Victorian Belt,Dress Shoe,Skirt,Jockstrap,Crossbody Bag,0.018872640919885015,0.015873015873015872,0.0004999375078115235,0.002124734408198975,0.023497062867141608,0.026246719160104987,0.03999500062492189,0.013498312710911136,1.0594642226585424e-16
5169,0.186726659167604,6507,Umbrella,Rain Coat,Cat Ears,Leather Belt,Boat shoes,Kilt,Jockstrap,Brand New Hat Bag,0.018997625296837895,0.016622922134733157,0.00987376577927759,0.05536807899012623,0.021747281589801274,0.02837145356830396,0.03999500062492189,0.0003749531308586427,1.597416704652711e-15
5170,0.006499187601549772,7949,Fidget Spinner,Hoodie,Fedora,Belt,Sneakers,Shorts,Jockstrap,Ascot,0.020372453443319585,0.01799775028121485,0.012873390826146731,0.1078615173103362,0.02124734408198975,0.030246219222597175,0.03999500062492189,0.011748531433570804,1.5373971545139281e-13
5171,0.2547181602299713,5963,Key,Puffer Jacket,Feather Hat,Leather Belt,Boat shoes,Yoga Pants,1800s Panties,Tennis Bag,0.01949756280464942,0.01524809398825147,0.012998375203099613,0.05536807899012623,0.021747281589801274,0.031996000499937505,0.0004999375078115235,0.010498687664041995,7.814403316714497e-16
5172,0.007124109486314256,7944,Dog Leash,Dinner Jacket,Fez,Belt,Sneakers,Leggings,Midway Briefs,Pendant,0.01724784401949756,0.015873015873015872,0.014748156480439945,0.1078615173103362,0.02124734408198975,0.0281214848143982,0.04361954755655543,0.01274840644919385,1.4470331661678132e-13
5173,0.21847269091363575,6253,Wrench,Blazer,Yarmulke,Jeweled Belt,Sandals,Cutoff Pants,Boxers,Old Golf Bag,0.01862267216597925,0.017497812773403325,0.016122984626921636,0.05486814148231471,0.025746781652293462,0.02662167229096363,0.04611923509561305,0.00012498437695288088,1.1389051618967595e-15
5174,0.5344331958505186,3725,Cane,Body Paint,3yr Old Captain Hat,"""Neon"" Victorian Studded Belt (Cruelty Free) 🔥",Dress Shoe,Track Pants,Boxer Briefs,Stethoscope,0.021372328458942633,0.017622797150356206,0.0008748906386701663,0.00012498437695288088,0.023497062867141608,0.026121734783152106,0.05199350081239845,0.011498562679665042,1.511278114335606e-17
5175,0.05136857892763402,7590,Surf Board,Tailcoat,Tiara,Jeweled Belt,Ski Boots,Dress Pants,Boxers,Tackle Box,0.020372453443319585,0.013748281464816898,0.014873140857392825,0.05486814148231471,0.023122109736282963,0.024996875390576177,0.04611923509561305,0.010498687664041995,6.396537999396012e-14
5176,0.39520059992500933,4839,Guitar,Hoodie,Visor,Jeweled Belt,Vintage Pumps,Cargo Pants,Old Boxer Briefs,Neck Tie,0.019997500312460944,0.01799775028121485,0.016497937757780277,0.05486814148231471,0.0007499062617172854,0.02712160979877515,0.0008748906386701663,0.010998625171853519,6.376149030433429e-17
5177,0.7667791526059242,1866,Victorian Record Player,2021 Blazer,Victorian Crown,1980s Jeweled Belt,Stilletos,Yoga Pants,Thong,Grocery Bag,0.0006249218847644045,0.005249343832020997,0.0003749531308586427,0.0008748906386701663,0.02124734408198975,0.031996000499937505,0.045744281964754406,0.011748531433570804,3.931717014089774e-19
5178,0.9555055618047744,356,Beggar Cup,"""Pinstripe"" Retro Body Paint (Chic) 🔥",Top Hat,"""Electric Swirl"" Old Jeweled Belt (Stylin) 🔥",1990s Sneakers,Shorts,Boxer Briefs,1800s Tote Bag,0.01849768778902637,0.00012498437695288088,0.015748031496062992,0.00012498437695288088,0.0006249218847644045,0.030246219222597175,0.05199350081239845,0.0003749531308586427,1.676787597033169e-21
5179,0.42457192850893644,4604,Scissors,Tailcoat,Equestrian Helm,Leather Belt,Used Sandals,Tennis Skirt,Thong,Old Shades,0.016372953380827397,0.013748281464816898,0.015873015873015872,0.05536807899012623,0.0007499062617172854,0.026371703537057867,0.045744281964754406,0.00024996875390576176,4.473650492212021e-17
5180,0.39770028746406694,4819,Pocket Watch,Hoodie,Used Baseball Cap,1990s Leather Belt,Snow Boots,Skort,Boxer Briefs,Scrunchie,0.02074740657417823,0.01799775028121485,0.0004999375078115235,0.0011248593925759281,0.015873015873015872,0.025871766029246346,0.05199350081239845,0.013748281464816898,6.164232342836276e-17
5181,0.5504311961004875,3597,Cane,5yr Old Bikini Top,Victorian Turban,Leather Belt,Cowboy Boots,Skinny Jeans,2yr Old Thong,Crossbody Bag,0.021372328458942633,0.004874390701162355,0.0004999375078115235,0.05536807899012623,0.0196225471816023,0.026246719160104987,0.0006249218847644045,0.013498312710911136,1.2528035595416141e-17
5182,0.643169603799525,2855,Pen,1970s Button Up,"""Blood Red"" 1980s Doo Rag (Organic) 🔥",Leather Belt,Fins,Chaps,Medieval Boxer Briefs,Green Contacts,0.02099737532808399,0.006124234470691163,0.00012498437695288088,0.05536807899012623,0.01974753155855518,0.024246969128858892,0.0006249218847644045,0.01262342207224097,3.3612833149106797e-18
5183,0.9721284839395076,223,Scissors,Victorian Kimono,Space Helmet,Fish Belt,1800s Leather Boots,Old Chaps,"""Electric Swirl"" 2021 Trunks (Haute Couture) 🔥",Victorian Pendant,0.016372953380827397,0.0064991876015498065,0.013123359580052493,0.049868766404199474,0.0008748906386701663,0.0004999375078115235,0.00012498437695288088,0.00012498437695288088,4.758178191352149e-22
5184,0.7116610423697038,2307,TV Controller,Crop Top,Headphones,Chrome Belt,"""Tie Dye"" 1990s Linen Shoes (Alien) 🔥",Cutoff Pants,"""Neon"" Second Hand Panties (Casual) 🔥",Tote Bag,0.018872640919885015,0.015748031496062992,0.012123484564429446,0.05061867266591676,0.00012498437695288088,0.02662167229096363,0.00012498437695288088,0.011623547056617924,8.816224457461995e-19
5185,0.041869766279215126,7666,Pocket Watch,Blazer,Yarmulke,Platinum Belt,Boat shoes,Swim Trunks,Jockstrap,Hoops,0.02074740657417823,0.017497812773403325,0.016122984626921636,0.051118610173728284,0.021747281589801274,0.024496937882764653,0.03999500062492189,0.011498562679665042,7.330576057100394e-14
5186,0.4943132108486439,4046,Trumpet,Hawaiian Shirt,Visor,5yr Old Fish Belt,Sneakers,Second Hand Karate Pants,Midway Briefs,Wallet,0.01937257842769654,0.014498187726534183,0.016497937757780277,0.000999875015623047,0.02124734408198975,0.0004999375078115235,0.04361954755655543,0.010748656417947757,2.3074496500243716e-17
5187,0.09573803274590675,7235,Umbrella,Tailcoat,1960s Jewelry Headpiece,Studded Belt,Slippers,Skort,String Bikini,Hat Bag,0.018997625296837895,0.013748281464816898,0.0008748906386701663,0.05649293838270216,0.023497062867141608,0.025871766029246346,0.05486814148231471,0.012248468941382326,5.273966602742807e-15
5188,0.5261842269716286,3791,Key,Wind Breaker,Second Hand Captain Hat,Shoelace Belt,"""Paisley"" Brand New Pumps (Limited Edition) 🔥",Tights,Midway Briefs,Bracelet,0.01949756280464942,0.0169978752655918,0.0007499062617172854,0.05411823522059742,0.00012498437695288088,0.021372328458942633,0.04361954755655543,0.010623672040994875,1.6649030666498165e-17
5189,0.8178977627796525,1457,Megaphone,"""Boho"" Aged Shirt (Vegan) 🔥",Peaked Cap,Second Hand Suspenders,Espadrilles,Riding Pants,String Bikini,Aged Steamer Trunk,0.01837270341207349,0.00012498437695288088,0.013498312710911136,0.0007499062617172854,0.02099737532808399,0.024496937882764653,0.05486814148231471,0.00024996875390576176,1.639827050865435e-19
5190,0.4466941632295963,4427,Wrench,Shawl,Second Hand Flat Cap,Chrome Belt,Platform Boots,Hot Pants,Granny Panties,1970s Chain,0.01862267216597925,0.015748031496062992,0.0003749531308586427,0.05061867266591676,0.018997625296837895,0.026496687914010747,0.05199350081239845,0.00024996875390576176,3.641511647112524e-17
5191,0.07861517310336208,7372,Banjo,Old Bandeau Top,Space Helmet,Platinum Belt,Derby Shoes,Leggings,Garter,Spectacles,0.01687289088863892,0.005749281339832521,0.013123359580052493,0.051118610173728284,0.02124734408198975,0.0281214848143982,0.0536182977127859,0.01124859392575928,2.34520755776753e-14
5192,0.32308461442319714,5416,Record Player,Crop Top,Doo Rag,Belt,Socks,Track Pants,"""Boho"" 1980s Granny Panties (Knockoff) 🔥",Guitar Case,0.01937257842769654,0.015748031496062992,0.010123734533183352,0.1078615173103362,0.018997625296837895,0.026121734783152106,0.00012498437695288088,0.012248468941382326,2.5308117629868095e-16
5193,0.40557430321209853,4756,Megaphone,Polo Shirt,Helmet,Belt,1970s Ballet Shoe,Worn Out Baggy Pants,Granny Panties,Crossbody Bag,0.01837270341207349,0.015873015873015872,0.016122984626921636,0.1078615173103362,0.0006249218847644045,0.00024996875390576176,0.05199350081239845,0.013498312710911136,5.560124094453532e-17
5194,0.5110611173603299,3912,Beer Mug,Futuristic Bomber Jacket,1980s Sun Hat,Fish Belt,Riding Boots,Swim Trunks,1990s Garter,Ear Buds,0.01949756280464942,0.005749281339832521,0.0003749531308586427,0.049868766404199474,0.01937257842769654,0.024496937882764653,0.0017497812773403325,0.011373578302712161,1.9796098892761935e-17
5195,0.23309586301712282,6136,Video Game Console,Brand New Cardigan,Bonnet,Studded Belt,Slippers,Chaps,Retro Garter,Chain,0.019997500312460944,0.005749281339832521,0.01712285964254468,0.05649293838270216,0.023497062867141608,0.024246969128858892,0.0014998125234345708,0.010498687664041995,9.97706414313973e-16
5196,0.31208598925134357,5504,Purse,3yr Old Dress,Propeller Hat,Bat Belt,Pumps,Chaps,Aged G-String,VR Goggles,0.01862267216597925,0.006624171978502687,0.014248218972628422,0.06161729783777028,0.019247594050743656,0.024246969128858892,0.0004999375078115235,0.013498312710911136,3.410876091955571e-16
5197,0.3772028496437946,4983,Yo-yo,Cardigan,Umbrella Hat,Shoelace Belt,Retro Derby Shoes,Dress Pants,1800s String Bikini,Nerd Glasses,0.020247469066366704,0.031996000499937505,0.01124859392575928,0.05411823522059742,0.0011248593925759281,0.024996875390576177,0.0006249218847644045,0.011373578302712161,7.881613320180165e-17
5198,0.5845519310086239,3324,Waifu Pillow,Plastic Shirt,Doo Rag,1920s Suspenders,2021 Socks,Cargo Pants,Thong,Amulet,0.0196225471816023,0.0169978752655918,0.010123734533183352,0.0003749531308586427,0.0004999375078115235,0.02712160979877515,0.045744281964754406,0.010748656417947757,8.440922890385445e-18
5199,0.6576677915260593,2739,Blanket,Smoking Jacket,1920s Hood,Rope,Used Leather Boots,Dress Pants,1800s Garter,Golf Bag,0.01799775028121485,0.021622297212848394,0.0007499062617172854,0.05861767279090114,0.0007499062617172854,0.024996875390576177,0.0006249218847644045,0.012373453318335208,2.479504895127148e-18
5200,0.42257217847769024,4620,Wine Glass,Waist Coat,Flower Crown,1920s Leather Belt,1920s Snow Boots,Dress Pants,Jockstrap,Monocle,0.020122484689413824,0.01549806274215723,0.013873265841769778,0.0011248593925759281,0.0007499062617172854,0.024996875390576177,0.03999500062492189,0.01262342207224097,4.605867967901448e-17
5201,0.18585176852893392,6514,Whip,Fishnet Shirt,Jewelry Headpiece,Worn Out Chrome Belt,Slippers,Chaps,Panties,Cross Necklace,0.019997500312460944,0.017747781527309086,0.016622922134733157,0.0008748906386701663,0.023497062867141608,0.024246969128858892,0.047494063242094736,0.011498562679665042,1.6059604581329988e-15
5202,0.5768028996375454,3386,1800s Yo-yo,Ring Mail,Sun Hat,Leather Belt,Pumps,Crop Pants,Midway Briefs,"""Goth"" Futuristic Steamer Trunk (Signed) 🔥",0.00024996875390576176,0.014373203349581302,0.014498187726534183,0.05536807899012623,0.019247594050743656,0.030371203599550055,0.04361954755655543,0.00012498437695288088,9.191530011972488e-18
5203,0.6735408073990752,2612,Microphone,Polyester Shirt,Yarmulke,1800s Belt,1800s Slippers,1920s Track Pants,String Bikini,Tool Box,0.015998000249968752,0.013123359580052493,0.016122984626921636,0.001999750031246094,0.0007499062617172854,0.0004999375078115235,0.05486814148231471,0.012873390826146731,1.7925355813554257e-18
5204,0.7432820897387826,2054,Fidget Spinner,Tuxedo Jacket,Pith Helmet,Old Suspenders,Studded Boots,Miniskirt,Victorian String Bikini,"""Tie Dye"" Retro Aviator Sunglasses (Chic) 🔥",0.020372453443319585,0.014998125234345707,0.01799775028121485,0.0007499062617172854,0.023747031621047368,0.02962129733783277,0.0014998125234345708,0.00012498437695288088,5.437654661814357e-19
5205,0.4599425071866017,4321,2021 Golf Club,Tank Top,Equestrian Helm,Chrome Belt,Sandals,Skirt,Panties,2021 Ascot,0.00024996875390576176,0.013123359580052493,0.015873015873015872,0.05061867266591676,0.025746781652293462,0.026246719160104987,0.047494063242094736,0.0003749531308586427,3.171868997529952e-17
5206,0.6572928383952006,2742,Umbrella,Cape,Balaclava,Bat Belt,Aged Hightops,Worn Out Cutoff Pants,Panties,Retro Scrunchie,0.018997625296837895,0.016372953380827397,0.010998625171853519,0.06161729783777028,0.000999875015623047,0.0004999375078115235,0.047494063242094736,0.0004999375078115235,2.5019802549331323e-18
5207,0.20959880014998122,6324,Spoon,"""Steampunk"" Victorian Tunic (Sexy) 🔥",Peaked Cap,Belt,Stilletos,Cargo Shorts,Boxers,Green Contacts,0.02099737532808399,0.00012498437695288088,0.013498312710911136,0.1078615173103362,0.02124734408198975,0.02687164104486939,0.04611923509561305,0.01262342207224097,1.2700616159381064e-15
5208,0.7570303712035995,1944,Blanket,3yr Old Ring Mail,Worn Out Wedding Veil,Suspenders,Studded Boots,1800s Skort,Boxers,Retro Monocle,0.01799775028121485,0.0044994375703037125,0.0004999375078115235,0.05436820397450319,0.023747031621047368,0.0004999375078115235,0.04611923509561305,0.0003749531308586427,4.518780968865065e-19
